level1_title,level2_title,level3_title,level4_title,level1_code,level2_code,level3_code,level4_code
Other services (except public administration),Repair and maintenance,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,81,811,8113,81131
Other services (except public administration),Repair and maintenance,Personal and household goods repair and maintenance,Home and garden equipment and appliance repair and maintenance,81,811,8114,81141
Other services (except public administration),Repair and maintenance,Personal and household goods repair and maintenance,Reupholstery and furniture repair,81,811,8114,81142
Other services (except public administration),Repair and maintenance,Personal and household goods repair and maintenance,Footwear and leather goods repair,81,811,8114,81143
Other services (except public administration),Repair and maintenance,Personal and household goods repair and maintenance,Other personal and household goods repair and maintenance,81,811,8114,81149
Other services (except public administration),Personal and laundry services,Personal care services,"Hair, nail, and skin care services",81,812,8121,81211
Other services (except public administration),Personal and laundry services,Personal care services,Other personal care services,81,812,8121,81219
Other services (except public administration),Personal and laundry services,Death care services,Funeral homes and funeral services,81,812,8122,81221
Other services (except public administration),Personal and laundry services,Death care services,Cemeteries and crematories,81,812,8122,81222
Other services (except public administration),Personal and laundry services,Drycleaning and laundry services,Coin-operated laundries and drycleaners,81,812,8123,81231
Other services (except public administration),Personal and laundry services,Drycleaning and laundry services,Drycleaning and laundry services (except coin-operated),81,812,8123,81232
Other services (except public administration),Personal and laundry services,Drycleaning and laundry services,Linen and uniform supply,81,812,8123,81233
Other services (except public administration),Personal and laundry services,Other personal services,Pet care (except veterinary) services,81,812,8129,81291
Other services (except public administration),Personal and laundry services,Other personal services,Photofinishing,81,812,8129,81292
Other services (except public administration),Personal and laundry services,Other personal services,Parking lots and garages,81,812,8129,81293
Other services (except public administration),Personal and laundry services,Other personal services,All other personal services,81,812,8129,81299
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations",Religious organizations,Religious organizations,81,813,8131,81311
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations",Grantmaking and giving services,Grantmaking and giving services,81,813,8132,81321
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations",Social advocacy organizations,Social advocacy organizations,81,813,8133,81331
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations",Civic and social organizations,Civic and social organizations,81,813,8134,81341
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations","Business, professional, labor, political, and similar organizations",Business associations,81,813,8139,81391
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations","Business, professional, labor, political, and similar organizations",Professional organizations,81,813,8139,81392
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations","Business, professional, labor, political, and similar organizations",Labor unions and similar labor organizations,81,813,8139,81393
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations","Business, professional, labor, political, and similar organizations",Political organizations,81,813,8139,81394
Other services (except public administration),"Religious, grantmaking, civic, professional, and similar organizations","Business, professional, labor, political, and similar organizations","Other similar organizations (except business, professional, labor, and political organizations)",81,813,8139,81399
Other services (except public administration),Private households,Private households,Private households,81,814,8141,81411
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support",Executive offices,92,921,9211,92111
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support",Legislative bodies,92,921,9211,92112
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support",Public finance activities,92,921,9211,92113
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support","Executive and legislative offices, combined",92,921,9211,92114
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support",American indian and alaska native tribal governments,92,921,9211,92115
Public administration,"Executive, legislative, and other general government support","Executive, legislative, and other general government support",Other general government support,92,921,9211,92119
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Courts,92,922,9221,92211
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Police protection,92,922,9221,92212
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Legal counsel and prosecution,92,922,9221,92213
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Correctional institutions,92,922,9221,92214
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Parole offices and probation offices,92,922,9221,92215
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities",Fire protection,92,922,9221,92216
Public administration,"Justice, public order, and safety activities","Justice, public order, and safety activities","Other justice, public order, and safety activities",92,922,9221,92219
Public administration,Administration of human resource programs,Administration of human resource programs,Administration of education programs,92,923,9231,92311
Public administration,Administration of human resource programs,Administration of human resource programs,Administration of public health programs,92,923,9231,92312
Public administration,Administration of human resource programs,Administration of human resource programs,"Administration of human resource programs (except education, public health, and veterans' affairs programs)",92,923,9231,92313
Public administration,Administration of human resource programs,Administration of human resource programs,Administration of veterans' affairs,92,923,9231,92314
Public administration,Administration of environmental quality programs,Administration of environmental quality programs,Administration of air and water resource and solid waste management programs,92,924,9241,92411
Public administration,Administration of environmental quality programs,Administration of environmental quality programs,Administration of conservation programs,92,924,9241,92412
Public administration,"Administration of housing programs, urban planning, and community development","Administration of housing programs, urban planning, and community development",Administration of housing programs,92,925,9251,92511
Public administration,"Administration of housing programs, urban planning, and community development","Administration of housing programs, urban planning, and community development",Administration of urban planning and community and rural development,92,925,9251,92512
Public administration,Administration of economic programs,Administration of economic programs,Administration of general economic programs,92,926,9261,92611
Public administration,Administration of economic programs,Administration of economic programs,Regulation and administration of transportation programs,92,926,9261,92612
Public administration,Administration of economic programs,Administration of economic programs,"Regulation and administration of communications, electric, gas, and other utilities",92,926,9261,92613
Public administration,Administration of economic programs,Administration of economic programs,Regulation of agricultural marketing and commodities,92,926,9261,92614
Public administration,Administration of economic programs,Administration of economic programs,"Regulation, licensing, and inspection of miscellaneous commercial sectors",92,926,9261,92615
Public administration,Space research and technology,Space research and technology,Space research and technology,92,927,9271,92711
Public administration,National security and international affairs,National security and international affairs,National security,92,928,9281,92811
Public administration,National security and international affairs,National security and international affairs,International affairs,92,928,9281,92812
Unclassified,Unclassified,Unclassified,Unclassified,99,999,9999,99999
